5000.000000	

0.0000000	1.0000000
0.0000087	0.9979913
0.0000782	0.9939218
0.0003648	0.9866352
0.0013308	0.9736692
0.0035158	0.9554842
0.0076080	0.9313920
0.0140458	0.9019542
0.0225625	0.8694375
0.0341005	0.8308995
0.0490263	0.7859737
0.0675659	0.7344341
0.0897486	0.6762514
0.1153454	0.6116546
0.1437989	0.5412011
0.1741500	0.4658500
0.2049588	0.3870412
0.2336903	0.3083097
0.2551833	0.2418167
0.2698916	0.1866084
0.2784947	0.1420053
0.2820915	0.1056085
0.28144857	0.07675143
0.27743085	0.05426915
0.27078942	0.03701058
0.26220499	0.02409501
0.25227400	0.01472600
0.241429218	0.008170782
0.229262710	0.003637290
0.217600645	0.001199355
0.20462431185	0.00007568815
0.19060000	0.00000000
0.17650000	0.00000000
0.16240000	0.00000000
0.14830000	0.00000000
0.13420000	0.00000000
0.12010000	0.00000000
0.10600000	0.00000000
0.09190000	0.00000000
0.07780000	0.00000000
0.06570000	0.00000000
0.05680000	0.00000000
0.04860000	0.00000000
0.04090000	0.00000000
0.03370000	0.00000000
0.02710000	0.00000000
0.02090000	0.00000000
0.01510000	0.00000000
0.00970000	0.00000000
0.00470000	0.00000000
0.00000000	0.00000000
